Datetime,open,high,low,close,volume,symbol
2025-12-24 11:20:00-05:00,0.11180000007152557,0.11190000176429749,0.11180000007152557,0.11190000176429749,25410,APLT
2025-12-24 11:25:00-05:00,0.11190000176429749,0.1128000020980835,0.11180000007152557,0.11249999701976776,71329,APLT
2025-12-24 11:30:00-05:00,0.11259999871253967,0.11259999871253967,0.11150000244379044,0.11169999837875366,21032,APLT
2025-12-24 11:35:00-05:00,0.11159999668598175,0.11169999837875366,0.1103999987244606,0.11060000211000443,133882,APLT
2025-12-24 11:40:00-05:00,0.11069999635219574,0.1111999973654747,0.11069999635219574,0.1111999973654747,64078,APLT
2025-12-24 11:45:00-05:00,0.1111999973654747,0.1111999973654747,0.11010000109672546,0.11020000278949738,66565,APLT
2025-12-24 11:50:00-05:00,0.11089999973773956,0.11309999972581863,0.11079999804496765,0.11230000108480453,67828,APLT
2025-12-24 11:55:00-05:00,0.11230000108480453,0.11309999972581863,0.11180000007152557,0.11270000040531158,21521357,APLT
2025-12-24 12:00:00-05:00,0.11270000040531158,0.11330000311136246,0.11270000040531158,0.11299999803304672,59179,APLT
2025-12-24 12:05:00-05:00,0.11299999803304672,0.11339999735355377,0.1120000034570694,0.11249999701976776,21515387,APLT
2025-12-24 12:10:00-05:00,0.11270000040531158,0.1137000024318695,0.11259999871253967,0.1137000024318695,78390,APLT
2025-12-24 12:15:00-05:00,0.1137000024318695,0.1137000024318695,0.11259999871253967,0.11299999803304672,67976,APLT
2025-12-24 12:20:00-05:00,0.11299999803304672,0.1137000024318695,0.11259999871253967,0.11270000040531158,21708261,APLT
2025-12-24 12:25:00-05:00,0.11259999871253967,0.11270000040531158,0.11249999701976776,0.11259999871253967,64071,APLT
2025-12-24 12:30:00-05:00,0.11270000040531158,0.11320000141859055,0.11249999701976776,0.1128000020980835,39866,APLT
2025-12-24 12:35:00-05:00,0.1128000020980835,0.11460000276565552,0.11259999871253967,0.11299999803304672,237565,APLT
2025-12-24 12:40:00-05:00,0.11299999803304672,0.11389999836683273,0.11299999803304672,0.11389999836683273,23745,APLT
