symbol,datetime,date,time,open,high,low,close,volume
SHLS,2025-12-22 09:35:00,2025-12-22,09:35:00,9.17,9.17,9.079999,9.079999,17400
SHLS,2025-12-22 09:40:00,2025-12-22,09:40:00,9.149999,9.21,9.149999,9.177,14188
SHLS,2025-12-22 09:45:00,2025-12-22,09:45:00,9.199999,9.215,9.135,9.135,17293
SHLS,2025-12-22 09:50:00,2025-12-22,09:50:00,9.119999,9.21,9.119999,9.21,8022
SHLS,2025-12-22 09:55:00,2025-12-22,09:55:00,9.21,9.2685,9.189999,9.199999,14561
SHLS,2025-12-22 10:00:00,2025-12-22,10:00:00,9.21,9.22,9.13,9.145,37938
DPRO,2025-12-22 09:30:00,2025-12-22,09:30:00,7.579999,7.8,7.51,7.702499,218663
DPRO,2025-12-22 09:35:00,2025-12-22,09:35:00,7.8,8.0,7.8,7.840199,77347
DPRO,2025-12-22 09:40:00,2025-12-22,09:40:00,7.909999,7.989999,7.864999,7.909999,73278
DPRO,2025-12-22 09:45:00,2025-12-22,09:45:00,7.94,8.14,7.94,8.119999,216096
DPRO,2025-12-22 09:50:00,2025-12-22,09:50:00,8.13,8.319999,8.064999,8.2901,93426
DPRO,2025-12-22 09:55:00,2025-12-22,09:55:00,8.31,8.39,8.229999,8.239999,87058
DPRO,2025-12-22 10:00:00,2025-12-22,10:00:00,8.25,8.399999,8.204999,8.225199,83895
IRWD,2025-12-22 09:30:00,2025-12-22,09:30:00,3.109999,3.309999,3.079999,3.309999,95367
IRWD,2025-12-22 09:35:00,2025-12-22,09:35:00,3.289999,3.339999,3.24,3.265,31443
IRWD,2025-12-22 09:40:00,2025-12-22,09:40:00,3.269999,3.269999,3.2267,3.25,111403
IRWD,2025-12-22 09:45:00,2025-12-22,09:45:00,3.259999,3.259999,3.18,3.18,72739
IRWD,2025-12-22 09:50:00,2025-12-22,09:50:00,3.180999,3.2,3.17,3.17,81164
IRWD,2025-12-22 09:55:00,2025-12-22,09:55:00,3.16,3.16,3.1101,3.14,18867
IRWD,2025-12-22 10:00:00,2025-12-22,10:00:00,3.13,3.144999,3.085,3.1347,63908
ABSI,2025-12-22 09:30:00,2025-12-22,09:30:00,3.42,3.5,3.384999,3.49,113887
ABSI,2025-12-22 09:35:00,2025-12-22,09:35:00,3.487999,3.5,3.444999,3.444999,43126
ABSI,2025-12-22 09:40:00,2025-12-22,09:40:00,3.45,3.47,3.45,3.458699,16360
ABSI,2025-12-22 09:45:00,2025-12-22,09:45:00,3.464999,3.505,3.46,3.494999,27405
ABSI,2025-12-22 09:50:00,2025-12-22,09:50:00,3.490099,3.4955,3.47,3.484999,16875
ABSI,2025-12-22 09:55:00,2025-12-22,09:55:00,3.484999,3.5394,3.484999,3.535,49800
ABSI,2025-12-22 10:00:00,2025-12-22,10:00:00,3.535,3.5557,3.519999,3.539999,24741
BCRX,2025-12-22 09:30:00,2025-12-22,09:30:00,7.401999,7.455999,7.369999,7.449999,94225
BCRX,2025-12-22 09:35:00,2025-12-22,09:35:00,7.44,7.458,7.350999,7.369999,15512
BCRX,2025-12-22 09:40:00,2025-12-22,09:40:00,7.368999,7.379899,7.36,7.375,21273
BCRX,2025-12-22 09:45:00,2025-12-22,09:45:00,7.38,7.389999,7.349999,7.389999,27316
BCRX,2025-12-22 09:50:00,2025-12-22,09:50:00,7.389999,7.4,7.369999,7.4,11354
BCRX,2025-12-22 09:55:00,2025-12-22,09:55:00,7.4,7.42,7.390999,7.394999,23521
BCRX,2025-12-22 10:00:00,2025-12-22,10:00:00,7.4,7.42,7.4,7.414999,12246
BTQ,2025-12-22 09:30:00,2025-12-22,09:30:00,6.369999,6.409999,6.324999,6.3302,108475
BTQ,2025-12-22 09:35:00,2025-12-22,09:35:00,6.329999,6.3583,6.201799,6.26,93432
BTQ,2025-12-22 09:40:00,2025-12-22,09:40:00,6.269,6.32,6.21,6.23,60928
BTQ,2025-12-22 09:45:00,2025-12-22,09:45:00,6.23,6.284999,6.21,6.274,88212
BTQ,2025-12-22 09:50:00,2025-12-22,09:50:00,6.269999,6.3,6.2301,6.28,69971
BTQ,2025-12-22 09:55:00,2025-12-22,09:55:00,6.271299,6.295,6.2199,6.269999,55210
BTQ,2025-12-22 10:00:00,2025-12-22,10:00:00,6.26,6.295,6.2209,6.226699,41730
CLOV,2025-12-22 09:30:00,2025-12-22,09:30:00,2.579999,2.609999,2.579999,2.602499,66068
CLOV,2025-12-22 09:35:00,2025-12-22,09:35:00,2.605799,2.64,2.605799,2.625,86762
CLOV,2025-12-22 09:40:00,2025-12-22,09:40:00,2.619999,2.634999,2.619999,2.6303,80169
CLOV,2025-12-22 09:45:00,2025-12-22,09:45:00,2.6301,2.634999,2.63,2.634999,8669
CLOV,2025-12-22 09:50:00,2025-12-22,09:50:00,2.634999,2.6389,2.625,2.6256,27189
CLOV,2025-12-22 09:55:00,2025-12-22,09:55:00,2.6277,2.64,2.6277,2.634999,28614
CLOV,2025-12-22 10:00:00,2025-12-22,10:00:00,2.6301,2.66,2.6301,2.66,19761
GNW,2025-12-22 09:30:00,2025-12-22,09:30:00,9.13,9.159999,9.095,9.159999,24335
GNW,2025-12-22 09:35:00,2025-12-22,09:35:00,9.159999,9.194999,9.159999,9.18,21692
GNW,2025-12-22 09:40:00,2025-12-22,09:40:00,9.175,9.199999,9.175,9.189999,16016
GNW,2025-12-22 09:45:00,2025-12-22,09:45:00,9.189999,9.2177,9.18,9.2177,67917
GNW,2025-12-22 09:50:00,2025-12-22,09:50:00,9.22,9.239999,9.21,9.239999,55629
GNW,2025-12-22 09:55:00,2025-12-22,09:55:00,9.234999,9.2356,9.225,9.2356,18590
GNW,2025-12-22 10:00:00,2025-12-22,10:00:00,9.234999,9.25,9.230199,9.2367,40049
MQ,2025-12-22 09:30:00,2025-12-22,09:30:00,5.05,5.09,5.01,5.09,38350
MQ,2025-12-22 09:35:00,2025-12-22,09:35:00,5.078499,5.085,5.059999,5.07,64976
MQ,2025-12-22 09:40:00,2025-12-22,09:40:00,5.07,5.09,5.07,5.079999,10493
MQ,2025-12-22 09:45:00,2025-12-22,09:45:00,5.09,5.094999,5.085,5.09,14412
MQ,2025-12-22 09:50:00,2025-12-22,09:50:00,5.094999,5.11,5.094999,5.105,24239
MQ,2025-12-22 09:55:00,2025-12-22,09:55:00,5.105,5.109899,5.105,5.105,5742
MQ,2025-12-22 10:00:00,2025-12-22,10:00:00,5.105,5.115499,5.105,5.110099,8604
VGZ,2025-12-22 09:30:00,2025-12-22,09:30:00,2.16,2.19,2.16,2.17,175125
VGZ,2025-12-22 09:35:00,2025-12-22,09:35:00,2.18,2.25,2.18,2.21,117730
VGZ,2025-12-22 09:40:00,2025-12-22,09:40:00,2.2,2.224999,2.2,2.214999,112978
VGZ,2025-12-22 09:45:00,2025-12-22,09:45:00,2.21,2.214999,2.18,2.194999,87204
VGZ,2025-12-22 09:50:00,2025-12-22,09:50:00,2.194999,2.2086,2.18,2.2,21298
VGZ,2025-12-22 09:55:00,2025-12-22,09:55:00,2.2,2.2,2.174999,2.174999,15967
VGZ,2025-12-22 10:00:00,2025-12-22,10:00:00,2.18,2.184999,2.164999,2.174999,28973
FGL,2025-12-22 09:30:00,2025-12-22,09:30:00,0.178499,0.1799,0.178499,0.1798,28893
FGL,2025-12-22 09:35:00,2025-12-22,09:35:00,0.1798,0.1825,0.1798,0.1825,79054
FGL,2025-12-22 09:40:00,2025-12-22,09:40:00,0.1843,0.1843,0.182199,0.1842,19136
FGL,2025-12-22 09:45:00,2025-12-22,09:45:00,0.1816,0.183699,0.1816,0.183699,16308
FGL,2025-12-22 09:50:00,2025-12-22,09:50:00,0.1842,0.185,0.182999,0.182999,15055
FGL,2025-12-22 09:55:00,2025-12-22,09:55:00,0.184599,0.1861,0.1842,0.1861,1109
FGL,2025-12-22 10:00:00,2025-12-22,10:00:00,0.1859,0.1859,0.1832,0.1834,29633
