symbol,date,match_score,match_name,entry_price,day_high,day_low,day_close,max_gain,max_loss,final_change,is_win
SNAP,2025-12-22,58.84076603242056,MVIS,7.664999,7.954999,7.599999,7.945,3.7834316742898473,0.8480105476856489,3.6529815594235613,True
PINS,2025-12-01,68.8339787651235,CCL,26.559999,27.204999,25.799999,26.844999,2.4284639468548157,2.861445890867697,1.0730422090753848,True
PINS,2025-12-02,59.51701823872346,IOBT,27.045,27.145,26.629999,26.885,0.36975411351450493,1.534483268626364,-0.591606581623221,False
PINS,2025-12-03,64.94331626122631,VIVK,27.254999,27.584999,26.79,27.405,1.2107870559819074,1.706105364377384,0.550361421770735,False
PINS,2025-12-05,54.99435818340492,IOBT,27.069999,27.364999,26.479999,26.745,1.089767310298023,2.179534620596033,-1.2005874104391296,False
PINS,2025-12-10,60.332712530444525,VIVK,27.43,27.959999,26.959999,27.795,1.9321873860736423,1.713456069996354,1.330659861465556,False
PINS,2025-12-11,67.34932112913343,CCL,27.62,27.86,26.844999,26.875,0.86893555394641,2.805941346850107,-2.6973207820420018,False
PINS,2025-12-16,69.2250584024189,MVIS,25.889999,25.969999,25.52,25.774999,0.3089996256855856,1.429119406300479,-0.444186961923013,False
PINS,2025-12-17,66.24756180415238,CCL,26.25,26.395,25.67,25.889999,0.5523809523809508,2.209523809523803,-1.3714323809523827,False
PINS,2025-12-18,67.39642206949583,MVIS,26.245,26.745,26.0,26.229999,1.9051247856734614,0.93351114498,-0.05715755381978128,False
PINS,2025-12-22,54.05015680911618,IOBT,26.465,26.629999,26.12,26.37,0.6234611751369797,1.3036085395805739,-0.35896467031928536,False
BMBL,2025-12-01,66.10904169533008,IOBT,3.522399,3.75,3.42,3.68,6.46153374447358,2.907081225040097,4.474251781243411,True
BMBL,2025-12-03,58.92126278563891,VIVK,3.734999,3.799999,3.65,3.755,1.7402949773212777,2.2757435811897206,0.5355021514061908,False
BMBL,2025-12-05,60.39334118873891,VIVK,3.704999,3.775,3.595,3.615,1.8893662319477005,2.968934674476288,-2.4291234626513996,False
BMBL,2025-12-10,62.3191587405561,MVIS,3.805,3.9,3.75,3.865,2.496714848883042,1.4454664914586113,1.5768725361366636,True
BMBL,2025-12-17,62.6545561042773,MVIS,3.5603,3.615,3.43,3.434999,1.5363873830857067,3.6598039491054024,-3.519394433053391,False
BMBL,2025-12-22,75.67735191149485,IOBT,3.74,3.779999,3.45,3.549999,1.0694919786096229,7.754010695187167,-5.080240641711232,False
WBD,2025-12-01,56.06689331714159,IOBT,24.034999,24.12,23.639999,23.85,0.35365510104661074,1.6434367232551146,-0.7697067097859988,False
WBD,2025-12-04,71.06356339438086,IOBT,24.235,24.559999,24.045,24.559999,1.3410315659170697,0.7839900969671869,1.3410315659170697,False
WBD,2025-12-08,67.46926118246994,CCL,27.814199,28.165,26.8432,27.229,1.2612299207322153,3.4910191014308882,-2.1039577663192794,False
WBD,2025-12-10,60.37421192666533,VIVK,29.264999,29.809999,28.854999,29.52,1.8622929049134829,1.4009909926872033,0.8713514734786085,False
WBD,2025-12-11,55.576946942349224,CCL,29.485,29.719999,29.35,29.489999,0.797012040020356,0.4578599287773376,0.016954383584878854,False
WBD,2025-12-17,67.35882450102835,CCL,28.75,28.85,28.19,28.235,0.34782608695652667,1.9478260869565174,-1.7913043478260888,False
WBD,2025-12-19,62.47796941339114,MVIS,28.295,28.5,27.579999,27.819999,0.724509630676792,2.5269517582611796,-1.6787453613712755,False
WBD,2025-12-23,70.20404586011516,MVIS,28.87,29.27,28.79,29.159999,1.3855213023900192,0.27710426047801123,1.004499480429505,False
WBD,2025-12-24,52.4385891647955,CCL,29.1373,29.329999,29.0,29.229999,0.6613481688420034,0.4712173056528908,0.31814546989597403,False
