symbol,datetime,date,time,open,high,low,close,volume
ALT,2025-12-22 09:45:00,2025-12-22,09:45:00,4.224999,4.329999,4.199999,4.329999,234440
ALT,2025-12-22 09:50:00,2025-12-22,09:50:00,4.324999,4.429999,4.289999,4.399,288747
ALT,2025-12-22 09:55:00,2025-12-22,09:55:00,4.395599,4.449999,4.349999,4.36,180907
ALT,2025-12-22 10:00:00,2025-12-22,10:00:00,4.349999,4.394999,4.32,4.3814,137111
AQN,2025-12-22 09:30:00,2025-12-22,09:30:00,6.15,6.15,6.039999,6.09,153787
AQN,2025-12-22 09:35:00,2025-12-22,09:35:00,6.09,6.099999,6.079999,6.099999,38415
AQN,2025-12-22 09:40:00,2025-12-22,09:40:00,6.099999,6.099999,6.074999,6.089,46916
AQN,2025-12-22 09:45:00,2025-12-22,09:45:00,6.085,6.085,6.07,6.07,17802
AQN,2025-12-22 09:50:00,2025-12-22,09:50:00,6.07,6.085,6.059999,6.079199,55246
AQN,2025-12-22 09:55:00,2025-12-22,09:55:00,6.079999,6.085599,6.079999,6.085,12848
AQN,2025-12-22 10:00:00,2025-12-22,10:00:00,6.085,6.09,6.05,6.054999,108107
PLG,2025-12-22 09:30:00,2025-12-22,09:30:00,2.829999,2.849999,2.72,2.799999,667044
PLG,2025-12-22 09:35:00,2025-12-22,09:35:00,2.799999,2.819,2.759999,2.775,154207
PLG,2025-12-22 09:40:00,2025-12-22,09:40:00,2.769999,2.809999,2.769999,2.785,138615
PLG,2025-12-22 09:45:00,2025-12-22,09:45:00,2.785,2.839999,2.785,2.819999,264171
PLG,2025-12-22 09:50:00,2025-12-22,09:50:00,2.825,2.835,2.799999,2.824399,191154
PLG,2025-12-22 09:55:00,2025-12-22,09:55:00,2.8201,2.839999,2.799999,2.809999,116986
PLG,2025-12-22 10:00:00,2025-12-22,10:00:00,2.809999,2.839999,2.799999,2.805,299208
TGB,2025-12-22 09:30:00,2025-12-22,09:30:00,5.489999,5.625,5.469999,5.599999,380169
TGB,2025-12-22 09:35:00,2025-12-22,09:35:00,5.61,5.63,5.559999,5.5892,93239
TGB,2025-12-22 09:40:00,2025-12-22,09:40:00,5.579999,5.619299,5.5713,5.61,37419
TGB,2025-12-22 09:45:00,2025-12-22,09:45:00,5.61,5.635,5.5925,5.614999,205382
TGB,2025-12-22 09:50:00,2025-12-22,09:50:00,5.614999,5.63,5.59,5.625,64888
TGB,2025-12-22 09:55:00,2025-12-22,09:55:00,5.619999,5.63,5.59,5.605,80542
TGB,2025-12-22 10:00:00,2025-12-22,10:00:00,5.605,5.614999,5.579999,5.594999,425649
TNYA,2025-12-22 09:30:00,2025-12-22,09:30:00,0.73,0.7325,0.713999,0.7325,407689
TNYA,2025-12-22 09:35:00,2025-12-22,09:35:00,0.7275,0.7275,0.72,0.725799,506
TNYA,2025-12-22 09:40:00,2025-12-22,09:40:00,0.7199,0.7199,0.709999,0.711199,115563
TNYA,2025-12-22 09:45:00,2025-12-22,09:45:00,0.7105,0.7105,0.702499,0.703599,112321
TNYA,2025-12-22 09:50:00,2025-12-22,09:50:00,0.704699,0.704699,0.6801,0.680599,189099
TNYA,2025-12-22 09:55:00,2025-12-22,09:55:00,0.681999,0.6909,0.6801,0.687799,66291
TNYA,2025-12-22 10:00:00,2025-12-22,10:00:00,0.686699,0.693599,0.6851,0.687099,17984
SVM,2025-12-22 09:30:00,2025-12-22,09:30:00,9.0,9.069999,8.88,8.967,515594
SVM,2025-12-22 09:35:00,2025-12-22,09:35:00,8.965,9.006999,8.909999,8.9404,148704
